area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_numeric,price_per_sqft,area_type_encoded
Plot  Area,Ready To Move,Padmanabhanagar,4 Bedroom,Unknown,1736,6.0,0.0,190.0,4.0,1736.0,10944.700460829494,2
Super built-up  Area,20-May,1st Block Jayanagar,4 BHK,Unknown,2850,4.0,1.0,428.0,4.0,2850.0,15017.543859649122,3
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Emstael,1595,3.0,2.0,65.0,3.0,1595.0,4075.2351097178685,3
Built-up  Area,18-Jun,"Off Sarjapur Road, ",3 BHK,Unknown,1798,3.0,2.0,89.0,3.0,1798.0,4949.944382647386,0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,SNdri N,1475,3.0,2.0,78.29,3.0,1475.0,5307.796610169492,3
Super built-up  Area,Ready To Move,Tala Cauvery Layout,3 BHK,HodhiSa,1580,3.0,3.0,100.0,3.0,1580.0,6329.113924050633,3
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1295,2.0,1.0,65.0,2.0,1295.0,5019.305019305019,3
Built-up  Area,Ready To Move,Magadi Road,6 Bedroom,Unknown,3600,6.0,0.0,141.0,6.0,3600.0,3916.6666666666665,0
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Itvir M,589,1.0,1.0,27.0,1.0,589.0,4584.040747028863,3
Super built-up  Area,Ready To Move,Ngef Layout,3 BHK,Unknown,1415,3.0,3.0,78.0,3.0,1415.0,5512.367491166077,3
Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Klark L,1787,3.0,2.0,98.29,3.0,1787.0,5500.279798545048,3
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1787,3.0,2.0,125.0,3.0,1787.0,6994.963626189144,3
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Piityra,1475,2.0,3.0,90.0,3.0,1475.0,6101.6949152542375,3
Built-up  Area,Ready To Move,"Lakshminarayanapura, Electronic City Phase 2",4 BHK,Unknown,2000,4.0,1.0,75.5,4.0,2000.0,3775.0,0
Super built-up  Area,19-Mar,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,44.28,2.0,984.0,4500.0,3
Super built-up  Area,19-Dec,Devanahalli,3 BHK,Jurdsig,1520 - 1740,2.0,2.0,74.82,3.0,1630.0,4590.184049079754,3
Super built-up  Area,Ready To Move,Muthurayya Swamy Layout,3 BHK,MacleK ,2405,4.0,2.0,260.0,3.0,2405.0,10810.81081081081,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1080,2.0,2.0,72.0,2.0,1080.0,6666.666666666667,0
Plot  Area,Ready To Move,Shantiniketan Layout,2 Bedroom,Unknown,1500,2.0,1.0,115.0,2.0,1500.0,7666.666666666667,2
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Unknown,1900,3.0,2.0,119.0,3.0,1900.0,6263.1578947368425,3
Super built-up  Area,19-Aug,Dommasandra,2 BHK,Unknown,805,2.0,1.0,22.14,2.0,805.0,2750.3105590062114,3
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,56.4,2.0,1153.0,4891.587163920208,3
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,2 BHK,AlEcone,1148,2.0,2.0,60.0,2.0,1148.0,5226.480836236934,3
Super built-up  Area,Ready To Move,Mylasandra,2 BHK,Laowsba,1110,2.0,2.0,55.0,2.0,1110.0,4954.954954954955,3
Built-up  Area,Ready To Move,Electronic City,2 BHK,Saave R,1100,2.0,2.0,42.0,2.0,1100.0,3818.181818181818,0
Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,Anave S,1290,2.0,2.0,110.0,2.0,1290.0,8527.131782945737,3
Super built-up  Area,Ready To Move,Dr Shivarama Karantha Nagar,3 BHK,Unknown,1500,2.0,1.0,65.0,3.0,1500.0,4333.333333333333,3
Super built-up  Area,18-Apr,Bank Of Baroda Colony,2 BHK,Unknown,1080,2.0,2.0,39.0,2.0,1080.0,3611.1111111111113,3
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1933,3.0,1.0,129.0,3.0,1933.0,6673.564407656492,3
Built-up  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,Unknown,3500,5.0,2.0,150.0,5.0,3500.0,4285.714285714285,0
Built-up  Area,Ready To Move,Kullappa Colony,2 BHK,Unknown,1060,2.0,2.0,60.0,2.0,1060.0,5660.377358490566,0
Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1.0,645.0,2550.3875968992247,3
Plot  Area,Ready To Move,Mukkutam Nagar,8 Bedroom,Unknown,2600,8.0,2.0,180.0,8.0,2600.0,6923.076923076923,2
Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1.0,645.0,2550.3875968992247,3
Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1644,3.0,3.0,84.0,3.0,1644.0,5109.489051094891,3
Super built-up  Area,Ready To Move,Ncpr Industrial Layout,2 BHK,Supams ,1285,2.0,3.0,72.5,2.0,1285.0,5642.023346303502,3
Plot  Area,Ready To Move,Electronic City,3 Bedroom,Unknown,1200,3.0,1.0,90.0,3.0,1200.0,7500.0,2
Super built-up  Area,Ready To Move,Electronic City,2 BHK,CoapeSo,910,2.0,1.0,40.0,2.0,910.0,4395.604395604396,3
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Bisic C,1577,3.0,1.0,70.0,3.0,1577.0,4438.807863031072,3
Plot  Area,17-May,Meenakunte,3 Bedroom,Sreat R,4050,3.0,2.0,280.0,3.0,4050.0,6913.580246913581,2
Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,Inntsa ,2420,3.0,2.0,185.0,3.0,2420.0,7644.628099173554,3
Super built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,800,1.0,1.0,20.0,2.0,800.0,2500.0,3
Built-up  Area,Ready To Move,Anand Nagar,2 BHK,Unknown,1060,2.0,2.0,55.0,2.0,1060.0,5188.679245283019,0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2.0,2.0,93.0,2.0,1270.0,7322.834645669292,3
Super built-up  Area,18-Jun,Shree Ananth Nagar Layout,2 BHK,Unknown,900,2.0,2.0,22.5,2.0,900.0,2500.0,3
Built-up  Area,Ready To Move,Kundalahalli Colony,2 Bedroom,Unknown,1280,2.0,1.0,69.0,2.0,1280.0,5390.625,0
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Unknown,1025,2.0,2.0,36.0,2.0,1025.0,3512.1951219512193,0
Super built-up  Area,17-Jun,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,63.0,2.0,1108.0,5685.9205776173285,3
Plot  Area,Ready To Move,MCECHS  layout,5 Bedroom,Unknown,1200,5.0,2.0,170.0,5.0,1200.0,14166.666666666666,2
Super built-up  Area,Ready To Move,Coffee Board Layout,3 BHK,Calyxy ,3045,3.0,2.0,170.0,3.0,3045.0,5582.922824302134,3
Plot  Area,Ready To Move,Ambedkar Nagar,4 Bedroom,Thessrm,2900,3.0,2.0,300.0,4.0,2900.0,10344.827586206897,2
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,JJortom,1500,3.0,2.0,75.5,3.0,1500.0,5033.333333333333,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,43.9,2.0,1295.0,3389.96138996139,3
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1162,2.0,1.0,59.9,2.0,1162.0,5154.9053356282275,3
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1035,2.0,2.0,49.2,2.0,1035.0,4753.623188405797,3
Built-up  Area,Ready To Move,Attibele,4 Bedroom,Natic T,1600,4.0,0.0,52.8,4.0,1600.0,3300.0,0
Super built-up  Area,18-Oct,Hennur Road,3 BHK,DSapeSk,1866,2.0,2.0,61.58,3.0,1866.0,3300.10718113612,3
Super built-up  Area,Ready To Move,Geleyara Balaga Layout,2 BHK,Jahtsa ,700,1.0,1.0,26.0,2.0,700.0,3714.285714285714,3
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,120.0,3.0,1804.0,6651.884700665189,3
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Unknown,913,2.0,1.0,32.0,2.0,913.0,3504.9288061336256,3
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,1868,3.0,2.0,131.0,3.0,1868.0,7012.847965738758,3
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Unknown,883,2.0,1.0,45.0,2.0,883.0,5096.262740656852,0
Plot  Area,Ready To Move,Sundara Nagar,2 Bedroom,Unknown,900,2.0,1.0,110.0,2.0,900.0,12222.222222222223,2
Super built-up  Area,Ready To Move,Kogilu,3 BHK,Unknown,1664,2.0,3.0,73.95,3.0,1664.0,4444.110576923077,3
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,2026,3.0,2.0,132.0,3.0,2026.0,6515.301085883514,3
Super built-up  Area,Ready To Move,Balagere,2 BHK,Soestin,1210,2.0,1.0,80.9,2.0,1210.0,6685.950413223141,3
Plot  Area,Ready To Move,Meenakunte,4 Bedroom,Sreat R,4111,4.0,2.0,250.0,4.0,4111.0,6081.24543906592,2
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Alestrb,1762,3.0,3.0,91.45,3.0,1762.0,5190.124858115778,3
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3.0,3.0,55.0,3.0,1252.0,4392.97124600639,3
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,861,2.0,1.0,34.5,2.0,861.0,4006.968641114983,0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1420,2.0,1.0,100.0,3.0,1420.0,7042.2535211267605,0
Plot  Area,Ready To Move,Srirampura,6 Bedroom,Unknown,1450,6.0,0.0,250.0,6.0,1450.0,17241.379310344826,2
Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,GaicaVe,1490,3.0,1.0,78.8,3.0,1490.0,5288.5906040268455,0
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Unknown,1075,2.0,1.0,46.0,3.0,1075.0,4279.069767441861,3
Super built-up  Area,18-Aug,Old Madras Road,3 BHK,Saesttt,1425,2.0,2.0,94.0,3.0,1425.0,6596.491228070176,3
Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Nae 2El,1200,2.0,1.0,40.0,2.0,1200.0,3333.3333333333335,0
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Unknown,1280,2.0,2.0,56.0,3.0,1280.0,4375.0,3
Super built-up  Area,Ready To Move,Silver Springs Layout,2 BHK,Bhinglv,1084,2.0,2.0,50.0,2.0,1084.0,4612.546125461255,3
Super built-up  Area,18-Jul,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,25.88,2.0,1015.0,2549.753694581281,3
Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1017,2.0,1.0,51.25,2.0,1017.0,5039.331366764995,3
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Unknown,1027,2.0,2.0,44.0,2.0,1027.0,4284.323271665044,3
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coush W,1069,2.0,2.0,45.0,2.0,1069.0,4209.541627689429,3
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,98.2,2.0,1349.0,7279.466271312083,3
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,1005,2.0,1.0,50.0,2.0,1005.0,4975.124378109453,3
Super built-up  Area,Ready To Move,Jakkur,2 BHK,Arzzo P,1417,2.0,3.0,75.0,2.0,1417.0,5292.87226534933,3
Plot  Area,18-Jan,TC Palaya,3 Bedroom,Unknown,1475,3.0,1.0,98.0,3.0,1475.0,6644.067796610169,2
Carpet  Area,Ready To Move,Maruthi Sevanagar,2 BHK,SMikaay,950,2.0,2.0,47.0,2.0,950.0,4947.368421052632,1
Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,Prave E,2000,4.0,0.0,120.0,4.0,2000.0,6000.0,3
Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,Unknown,880,3.0,1.0,140.0,3.0,880.0,15909.09090909091,2
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Ahriaup,1863,3.0,2.0,104.0,4.0,1863.0,5582.393988191089,3
Super built-up  Area,Ready To Move,Singasandra,2 BHK,Priewhi,1010,2.0,1.0,29.5,2.0,1010.0,2920.792079207921,3
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Shodsth,1425,2.0,1.0,70.0,3.0,1425.0,4912.2807017543855,3
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Swadeh ,1450,3.0,0.0,100.0,3.0,1450.0,6896.551724137931,3
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1847,3.0,2.0,105.0,3.0,1847.0,5684.89442338928,3
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Soran U,1100,2.0,3.0,45.0,2.0,1100.0,4090.909090909091,3
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.0,1.0,525.0,4952.380952380952,3
Super built-up  Area,Ready To Move,Mallasandra,3 BHK,Puestig,1665,3.0,2.0,95.0,3.0,1665.0,5705.705705705705,3
Super built-up  Area,Ready To Move,Begur,4 BHK,Prntsrt,1664,4.0,3.0,65.0,4.0,1664.0,3906.25,3
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Maerar ,1850,3.0,3.0,150.0,3.0,1850.0,8108.108108108108,3
Super built-up  Area,Ready To Move,Panathur,2 BHK,Vaesh T,1438,2.0,3.0,100.0,2.0,1438.0,6954.102920723227,3
Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,3 BHK,MaisePa,1560,3.0,3.0,115.0,3.0,1560.0,7371.794871794872,3
Super built-up  Area,18-Apr,Yelahanka,2 BHK,Unknown,1350,2.0,1.0,55.55,2.0,1350.0,4114.814814814815,3
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,67.0,3.0,1550.0,4322.580645161291,3
Super built-up  Area,18-Apr,Malleshpalya,2 BHK,Unknown,1140,2.0,2.0,46.5,2.0,1140.0,4078.9473684210525,3
Plot  Area,Ready To Move,Srirampura,5 Bedroom,Unknown,1200,5.0,2.0,180.0,5.0,1200.0,15000.0,2
Super built-up  Area,18-Dec,Kodathi,2 BHK,Unknown,850,2.0,2.0,27.0,2.0,850.0,3176.470588235294,3
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Gotis A,1280,2.0,2.0,75.0,2.0,1280.0,5859.375,3
Built-up  Area,Ready To Move,Munnekollal,2 BHK,Unknown,1170,2.0,2.0,52.0,2.0,1170.0,4444.444444444444,0
Super built-up  Area,Ready To Move,Motappa Layout,2 BHK,Puodse ,1113,2.0,1.0,51.0,2.0,1113.0,4582.210242587601,3
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1385,2.0,1.0,83.09,2.0,1385.0,5999.27797833935,3
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.0,2.0,1128.0,5762.41134751773,3
Plot  Area,Ready To Move,Akshaya Vana,4 Bedroom,Unknown,1200,4.0,3.0,165.0,4.0,1200.0,13750.0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2390,3.0,2.0,415.0,3.0,2390.0,17364.016736401674,3
Plot  Area,Ready To Move,Giri Nagar,4 Bedroom,Unknown,2400,4.0,1.0,400.0,4.0,2400.0,16666.666666666668,2
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,2.0,56.0,3.0,1464.0,3825.136612021858,3
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,Unknown,1200,2.0,2.0,55.0,2.0,1200.0,4583.333333333333,3
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,Abncy R,1200,2.0,2.0,52.0,2.0,1200.0,4333.333333333333,3
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,Baowsig,1150,2.0,1.0,55.0,3.0,1150.0,4782.608695652174,3
Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Itala A,1645,3.0,2.0,95.0,3.0,1645.0,5775.075987841945,0
Super built-up  Area,20-Mar,Sarjapur  Road,2 BHK,Unknown,1000,2.0,1.0,67.0,2.0,1000.0,6700.0,3
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,Unknown,2650,4.0,2.0,198.0,4.0,2650.0,7471.698113207547,2
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1192,2.0,2.0,74.0,2.0,1192.0,6208.053691275168,3
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,K borja,2135,3.0,2.0,215.0,3.0,2135.0,10070.257611241217,3
Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1173,2.0,1.0,58.0,2.0,1173.0,4944.58653026428,3
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sungspr,1020,2.0,2.0,45.0,2.0,1020.0,4411.764705882353,0
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,230.0,4.0,3122.0,7367.072389493914,3
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,Unknown,1600,3.0,3.0,64.0,3.0,1600.0,4000.0,3
Plot  Area,18-Mar,T.C PALYA,2 Bedroom,Unknown,1200,2.0,0.0,79.0,2.0,1200.0,6583.333333333333,2
Carpet  Area,Ready To Move,Muneshwara Nagar,2 BHK,Unknown,1230,2.0,3.0,48.0,2.0,1230.0,3902.439024390244,1
Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,Clntsrt,1250,2.0,2.0,40.0,2.0,1250.0,3200.0,3
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,PuamaPa,1325,2.0,2.0,76.0,2.0,1325.0,5735.8490566037735,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,1.0,150.0,3.0,1850.0,8108.108108108108,0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,2.0,2.0,21.53,1.0,525.0,4100.952380952381,3
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,Unknown,1200,2.0,2.0,65.0,2.0,1200.0,5416.666666666667,3
Plot  Area,Ready To Move,Bull Temple Road,3 Bedroom,Unknown,1350,2.0,0.0,140.0,3.0,1350.0,10370.37037037037,2
Super built-up  Area,18-Jun,Bommasandra,3 BHK,SSestth,1260,3.0,1.0,49.36,3.0,1260.0,3917.4603174603176,3
Super built-up  Area,Ready To Move,Prashanth Nagar,3 BHK,Vancy R,1800,3.0,0.0,150.0,3.0,1800.0,8333.333333333334,3
Plot  Area,18-Dec,Suragajakkanahalli,3 Bedroom,PrhyaK ,11,3.0,2.0,74.0,3.0,11.0,672727.2727272727,2
Built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1100,2.0,1.0,43.25,2.0,1100.0,3931.818181818182,0
Super built-up  Area,Ready To Move,Harlur,2 BHK,SrEndPo,1508,2.0,1.0,77.0,2.0,1508.0,5106.100795755968,3
Carpet  Area,Ready To Move,Sampigehalli,3 BHK,Puens G,1592,3.0,2.0,75.0,3.0,1592.0,4711.05527638191,1
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,SagasSa,1388,2.0,3.0,57.0,2.0,1388.0,4106.628242074928,3
Super built-up  Area,18-May,Electronic City Phase II,1 BHK,SNbay G,630,1.0,1.0,28.35,1.0,630.0,4500.0,3
Plot  Area,Ready To Move,RMV,3 Bedroom,Unknown,2000,3.0,2.0,365.0,3.0,2000.0,18250.0,2
Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,3 BHK,Unknown,1762,3.0,1.0,125.0,3.0,1762.0,7094.211123723042,3
Super built-up  Area,21-Dec,Bagalur Main Road,2 BHK,Unknown,950,2.0,2.0,50.0,2.0,950.0,5263.1578947368425,3
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3252,5.0,3.0,335.0,4.0,3252.0,10301.353013530135,3
Super built-up  Area,18-Aug,Magadi Road,2 BHK,Vrenty ,1116,2.0,1.0,50.0,2.0,1116.0,4480.286738351255,3
Super built-up  Area,Ready To Move,Narayanapura,2 BHK,AriosHe,1308,2.0,2.0,89.04,2.0,1308.0,6807.339449541284,3
Super built-up  Area,Ready To Move,MS Pallya,3 BHK,Unknown,1200,3.0,0.0,90.0,3.0,1200.0,7500.0,3
Plot  Area,Ready To Move,Binny Mills Employees Colony,4 Bedroom,Unknown,1500,4.0,2.0,230.0,4.0,1500.0,15333.333333333334,2
Built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,Unknown,500,1.0,1.0,18.5,1.0,500.0,3700.0,0
Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1075,2.0,1.0,52.0,2.0,1075.0,4837.209302325581,3
Super built-up  Area,18-Mar,Chandapura,1 BHK,Siissi ,530,1.0,0.0,11.66,1.0,530.0,2200.0,3
Built-up  Area,Ready To Move,Bellandur,2 BHK,Unknown,1205,2.0,3.0,66.0,2.0,1205.0,5477.178423236514,0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1075,2.0,2.0,60.0,2.0,1075.0,5581.395348837209,3
Built-up  Area,Ready To Move,KR Puram,2 BHK,HovasTe,930,2.0,2.0,39.0,2.0,930.0,4193.548387096775,0
Super built-up  Area,Ready To Move,Balagere,2 BHK,Exncene,1380,2.0,1.0,60.0,2.0,1380.0,4347.826086956522,3
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5.0,2.0,212.0,4.0,2483.0,8538.058799838904,3
Built-up  Area,Ready To Move,Kodigehaali,2 BHK,Shyas S,1166,2.0,2.0,55.0,2.0,1166.0,4716.981132075472,0
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,NadelCi,1050,2.0,1.0,65.0,2.0,1050.0,6190.476190476191,3
Super built-up  Area,19-Mar,Gopalapura,3 BHK,Sothadr,2023.71,3.0,2.0,275.0,3.0,2023.71,13588.903548433324,3
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,46.8,2.0,1200.0,3900.0,3
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,Puarent,1600,2.0,1.0,108.0,3.0,1600.0,6750.0,3
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,MaionPa,1935,3.0,2.0,110.0,3.0,1935.0,5684.754521963824,3
Super built-up  Area,18-May,8th Phase JP Nagar,1 BHK,Maian M,451,1.0,0.0,29.9,1.0,451.0,6629.711751662971,3
Super built-up  Area,Ready To Move,Electronic City,3 BHK,ShstaAl,1800,3.0,2.0,95.0,3.0,1800.0,5277.777777777777,3
Super built-up  Area,18-May,Jalahalli,3 BHK,Shard T,1400,3.0,0.0,77.0,3.0,1400.0,5500.0,3
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1801,3.0,2.0,115.0,3.0,1801.0,6385.341476957246,3
Built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neagar ,1451,2.0,2.0,90.0,2.0,1451.0,6202.618883528601,0
Plot  Area,19-Jan,Anekal,2 Bedroom,Unknown,1200,1.0,1.0,36.0,2.0,1200.0,3000.0,2
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,44.0,2.0,1160.0,3793.103448275862,3
Built-up  Area,Ready To Move,Kengeri,2 BHK,Unknown,1000,2.0,1.0,25.0,2.0,1000.0,2500.0,0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,950,2.0,1.0,40.0,2.0,950.0,4210.526315789473,3
Built-up  Area,20-Dec,"Hoodi Circle, ",3 BHK,Unknown,1629,3.0,2.0,79.0,3.0,1629.0,4849.600982197668,0
Built-up  Area,Ready To Move,Vijayanagar,3 BHK,Unknown,1580,2.0,0.0,134.0,3.0,1580.0,8481.012658227848,0
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1826,3.0,2.0,121.0,3.0,1826.0,6626.506024096386,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Eladero,1245,2.0,1.0,94.0,2.0,1245.0,7550.2008032128515,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Lancyey,1145,2.0,2.0,45.79,2.0,1145.0,3999.126637554585,3
Super built-up  Area,Ready To Move,Sompura,2 BHK,Suiseit,825,2.0,1.0,33.0,2.0,825.0,4000.0,3
Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1693,3.0,3.0,108.0,3.0,1693.0,6379.208505611341,3
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Courf T,1113.27,2.0,2.0,53.0,2.0,1113.27,4760.74986301616,3
Built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,VMowsea,1460,2.0,1.0,58.0,2.0,1460.0,3972.6027397260273,0
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,S onsMa,1050,2.0,1.0,32.0,2.0,1050.0,3047.6190476190477,0
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Tuentpa,1260,2.0,2.0,55.0,2.0,1260.0,4365.079365079365,0
Super built-up  Area,Ready To Move,K N Extension,6 BHK,Unknown,700,3.0,2.0,120.0,6.0,700.0,17142.85714285714,3
Built-up  Area,Ready To Move,Hosur Road,2 BHK,Tovesee,1656,2.0,1.0,120.0,2.0,1656.0,7246.376811594203,0
Super built-up  Area,Ready To Move,Chandapura,3 BHK,Vailsaf,1208,3.0,1.0,45.0,3.0,1208.0,3725.1655629139073,3
Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1910,3.0,2.0,161.0,3.0,1910.0,8429.319371727748,3
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Haestt ,3252,4.0,1.0,230.0,4.0,3252.0,7072.570725707257,3
Plot  Area,Ready To Move,Battarahalli,2 Bedroom,Unknown,1200,2.0,1.0,65.0,2.0,1200.0,5416.666666666667,2
Super built-up  Area,Ready To Move,Gokula Extension,4 BHK,Unknown,1200,4.0,1.0,175.0,4.0,1200.0,14583.333333333334,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2.0,1.0,82.0,2.0,1175.0,6978.723404255319,3
Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,Unknown,1200,2.0,0.0,125.0,4.0,1200.0,10416.666666666666,2
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2390,3.0,2.0,410.0,3.0,2390.0,17154.81171548117,3
Super built-up  Area,19-Jan,Rajaji Nagar,7 BHK,Unknown,12000,6.0,3.0,2200.0,7.0,12000.0,18333.333333333332,3
Plot  Area,Ready To Move,Sultan Palaya,2 Bedroom,Unknown,550,1.0,1.0,62.0,2.0,550.0,11272.727272727272,2
Super built-up  Area,Ready To Move,Kengeri,1 BHK,Unknown,34.46Sq. Meter,1.0,0.0,18.5,1.0,,,3
Super built-up  Area,Ready To Move,Sanne Amanikere,2 BHK,Hoxiaa ,1185,2.0,2.0,38.0,2.0,1185.0,3206.7510548523205,3
Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2.0,1.0,38.0,2.0,750.0,5066.666666666667,3
